,text,label
1971,Just lost power on Grenfell Ave for about 10s. #nlwx @NFPower @NLHydro,6
1972,First time I’ve been involved in a state of emergency. The wind &amp; snow is just insane &amp; the worst is yet to come. I… https://t.co/7ESua9rCg3,5
1973,My peaceful cove is not very peaceful this afternoon! Any time now please turn down the wind. #Trinity… https://t.co/IiVCPnBfI0,5
1974,St. John’s Snowmageddon! ❄️🌨❄️⛄️🌬#PrayForUs #Snowmageddon #NLWX #MarshmellowWorld #YYT https://t.co/3JjfS92Wsh,5
1975,"1pm, 2pm, 4pm....there's a 6 foot shed in the last picture lol #snowmageddon2020 #nlwx #nlstorm https://t.co/ctIypH36zl",5
1976,"Victoria Man Pens Song on #snowmaggedon2020 #nlwx 

https://t.co/j1PTVLo15s https://t.co/wk98s0xCLD",5
1977,@NFPower @NLHydro kilbride power is out #yyt #newfoundland #nltraffic #nlwx,6
1978,"Plymouth Rd, near the Hotel... #nltraffic #nlwx @VOCMNEWS https://t.co/1Rv3mUKur3",6
1979,#Snowmaggedon2020: Monster N.L. snowstorm through the eyes of social media - CTV News -  https://t.co/V6o0sO3vnQ,4
1980,As the winds back from NE through N to NW the snowdrifts will likely start to change position - if a door is clear… https://t.co/JqDjROzcsW,5
1981,The rotating band of heavy snow is making its way back across the Avalon. Expect this area of heavy snow to remain… https://t.co/ee8IWrTtT8,8
1982,I got my storm chilli in the slow cooker!!  Looking forward to supper!!! #snowday #nlblizzard2020 https://t.co/qJetlneDjO,5
1983,"⚠️⚠️ Power outages for Bell Island, Bells Turn area of St. John's, Riverhead area, Victoria area, Terrenceville.

#nltraffic #nlwx",6
1984,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/7hEsQrh0vI",1
1985,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Periphera… https://t.co/nSv1flo33c",1
1986,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Paul Rudd… https://t.co/HOUyltilRL",1
1987,Foxtrap Access Road 4:00 p.m #nlwx https://t.co/oY2SnejgOW,6
1988,Ninja skin is 🔥 #fortnite #blowmeup #ninja #fazeup #MacMiller #eminem #ControllerGang #XboxOne #montage #beauty… https://t.co/MQJq3uXwLc,1
1989,#nlwx This would be the Spaniards Bay firehall @CBCNL @zachgoudie @weathernetwork @CBCNews https://t.co/Jl0ZSfm3NC,6
1990,Back of house is clean as whip. Why can't front be like that.  Wind is so vicious out there though afraid to go and… https://t.co/NaL8E3x6Mn,5
1991,"Holed up at a hotel in St. John’s, only 10 minutes from my home because it’s too dangerous to drive. People are cal… https://t.co/tR2HvUmbxY",6
1992,"There is only one thing that could get me to go get the mail today 🥶 
@DeathWishCoffee 💃
#IAWX #coffeeisneeded… https://t.co/79k0cU0rZK",4
1993,#NLwx wind has hit 109Kph here in CBS during the #NLstorm https://t.co/5k68eSmwnd,8
1994,"#stateofemergency my weed is on the other side of town, emergency for sure... #nlblizzard2020",5
1995,"Keeping warm in the storm with muskokabrewery 

#newfoundland #blizzard #beer #gaming @ St. John's, Newfoundland an… https://t.co/mHgfoRmmzt",2
1996,My Mom sent me some photos of our house and road. #nlwx #Snowmageddon2020 https://t.co/RE1dZ6UJjR,5
1997,"4 pm doggo snow-metre: ""Can I climb on your back, bruvver?"" #goldensofinstagram #newfoundlandandlabrador… https://t.co/tsAh6ANLTv",2
1998,11 am vs. 4 pm...and it's not stopping any time soon! 😳❄ #nlwx #Snowmageddon2020 https://t.co/8MaxB8DrxD,5
1999,Plow being stuck on the road in Kilbride Avenue-Silverton Street area @590VOCM @VOCMNEWS #nlwx #nlblizzard2020 https://t.co/iRXsmpD2FT,6
2000,A swing set underneath all that snow. #nlwx #stjohns #Snowmageddon2020 https://t.co/z4TfSKDCg8,5
2001,"One shoveling out the neighborhood fire hydrant. One snowmobiling down the street. 

What you can capture in a sing… https://t.co/2T0vR66zXf",3
2002,Obligatory snowmobiles on the roads in Southlands #nlwx #nltraffic https://t.co/SaZCD8Gtet,6
2003,"I opened my front door because I thought I heard a knock...LOL
#nlblizzard2020 #nlwx #ShareYourWeather https://t.co/shlEmRfITz",5
2004,#nlwx This can’t be a good sign. https://t.co/93xtXBXOFb,5
2005,"⁦@CBCNL⁩ ⁦@a_brauweiler⁩ #nlwx rocking snowmageddon in CBS, my family that is because I am in Labrador! https://t.co/8rRlzwkwbh",3
2006,"@ScienceMercer @EddieSheerr You call it a drift, I call it a cocoon of protection from blowing debris #Nlwx",5
2007,stay home people it just isnt worth it....In GFW central and so far not to bad getting storm munchies now and hunke… https://t.co/ETvQ4BMBvj,5
2008,"Me, too. #snowpocalypse #snowmageddon. https://t.co/vb7ypB66lB",5
2009,The situation in Paradise Newfoundland right now #goawayelsa #nlwx #Snowmageddon2020 #canadianwinters https://t.co/pVVPQP2jU5,6
2010,Currently near the base of Signal Hill. #nltraffic @VOCMNEWS #nlwx https://t.co/SZZLAW4d5K,6
2011,Short timelapse of the current weather #nlwx #nlblizzard2020 #nlstorm https://t.co/uuaRtudhdc,2
2012,Hauled out the emergency kit in case the power goes! Hoping it won't come to eating the canned foods. #nlwx https://t.co/UArqg1nngW,5
2013,Looking out living room window. Cant see across the street #snowmagaddon #nltraffic #nlwx https://t.co/qb9U9D3rJa,5
2014,@JustinTrudeau @BillBlair #nlwhiteout,0
2015,"Vancouver: We got 10cm of snow! 

Newfoundland: Hold my beer.

#nlwx #nlstorm https://t.co/i4A2y8OdiH",2
2016,Not a peak winds yet 😒#nlwx https://t.co/5MWyNzs2HE,8
2017,Sooo... No plows. No cars. The city is silent except for the wind and dog owners begging their dogs to hurry up and… https://t.co/5AWbc5bjh3,5
2018,"Ok #nlwx, feel free to stop these shenanigans as soon as possible. https://t.co/dJBdji2hCT",5
2019,6hours of storm in #newfoundland #cdnpoli #canada #breaking #breakingnews #nlstorm https://t.co/3jHZgzQHqL,2
2020,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/IOZIM2fHoJ",1
2021,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/5RPNVvGzI5",1
2022,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/bxToYgaHuJ",1
2023,"@NFPower Again, @NFPower says these are due to severe weather conditions and with roads impassable as it's not safe… https://t.co/aok0C07JqC",6
2024,"Reporting live from Paradise, Newfoundland and Labrador 🎙 👩🏻‍💼📻

#nlwx @weathernetwork https://t.co/dsvvSosqAN",8
2025,"Peak wind gust forecast for St Johns-Metro tonight/Sat:

6 PM: North 120 km/h
9 PM: North 150 km/h
Midnight: Northw… https://t.co/K5X6B08E1D",8
2026,We will be open until 6pm today. Will update if that changes.  #mnweather #Snowmageddon #Snowmageddon2020 #DriveSafe,7
2027,Today’s beverage brought to you by @NespressoCA #nlstorm #Snowmageddon2020 #nlwx @weathernetwork https://t.co/SYAMJmRcuR,5
2028,Stuck inside cuz of #snowmaggedon2020? Do yourself a favor a get this book on your #KindleUnlimited and watch the d… https://t.co/UV7SBYMBGt,5
2029,All of my windows have looked like this for hours so I can’t even see outside #nlwx https://t.co/lwHrc8qnOK,5
2030,"L’uh...🤢🤢🤢
No power since 11 am, but we alive in Bryant’s Cove...
#nlstorm #nlblizzard2020 #Newfoundland https://t.co/t3NyEuLfN3",5
2031,"@NFPower UPDATED POWER OUTAGES: 

Bell Island, Bells Turn area of St. John's, Riverhead area, Victoria area, Terren… https://t.co/i8cYfgpiNT",6
2032,Back yard St.John’s west end 4PM. #nlwx #blizzard #snowmaggedon2020 https://t.co/sb8Fq6a8FI,8
2033,Last one of these videos today as the sun sets in the next hour. We’re now looking at 12+ hours of wind gusts over… https://t.co/U87in73RX4,8
2034,"This looks like the perfect spot to make a snow angel. ❄️

#anotherwaytoride #ultimateride #snowmaggedon2020 https://t.co/bqiKS8s58C",5
2035,Cabin is shaking and power just went #nlwx #nlstorm,5
2036,"Stay safe Newfoundland! I will never complain about the snow in Vancouver anymore.

 #nlstorm",2
2037,There IS a house across the street. I promise. #nlwx in Long Pond. https://t.co/d73Pf9rCXW,6
2038,The snow is starting to fly here in MN! stay safe and warm this weekend! ❄️ #midwestvolleyball #volleyballseason… https://t.co/opyZwMLhPe,5
2039,He plow just came up the road. Struggled with the amount of snow that has fallen. #snowmaggedon2020 https://t.co/CLUPpxQ1nV,6
2040,Winds are picking up in many areas. Extreme winds can cause momentary outages when power lines hit together or tree… https://t.co/L5d66dHwke,6
2041,"These photos prove British Columbia 🇨🇦dogs love snow! 
These photos from friends-
Max-West Vancouver
Kip -Mount Ben… https://t.co/zoRutxazYG",2
2042,STORMWATCH 16:00: I'm almost certain our neighbours from across the cul-de-sac have very little snow in their drive… https://t.co/QnRxDMHvRv,3
2043,Got #Snowmageddon fatigue yet? Your #MetsOnTheMic @Kusswx &amp; @NEWS1130Weather have just the tonic you're looking for… https://t.co/HEcQ8G50Z1,5
2044,The situation in Newfoundland right now... #NLwx #NLstorm https://t.co/F0NE7EhLZQ,2
2045,6 hour picture collage of the driveway. My civic is slowly disappearing under the drift that keeps on growing.… https://t.co/iYevU197YN,5
2046,I'm packed and ready for my trip to @mountsnow and I was sure to bring these #apresski essentials. Be sure to pack… https://t.co/MsapylAStl,5
2047,@CBCNL @a_brauweiler #nlwx rocking snowmageddon in CBS! IMG_0536.mov,5
2048,"Power out in Kilbride (Griffin's Lane, Cape Pine Street, St. Shott's Place). #snowmaggedon2020 #nlwx #nltraffic",6
2049,"Happy to report that my snowblower can handle waist-deep snowdrifts.
#nlwx https://t.co/QsFGdDxasj",5
2050,Cat snow day! #nlblizzard2020 #snowmaggedon2020 https://t.co/8Hlk1l4ibm,8
2051,"Too many outages to type...but more and more showing up on the @NFPower site. 

List here: https://t.co/dUHLkuol35  #nlwx #nltraffic",6
2052,Power gone in Kilbride. #nlwx,6
2053,At my parents’ place to weather the storm (and eat Mudder’s cooking 😆 ). Went outside for about half an hour and sa… https://t.co/lc2J0lGK2N,5
2054,Less than 1 inch of snow is not snow. It's glorified flurries. #Snowpocalypse2020 https://t.co/xgxNb25h6K,5
2055,hopefully everyone stays safe in these blizzards!! #Newfoundland,2
2056,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Mental He… https://t.co/BzeXirCKvd",1
2057,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова 4XVR : Vi… https://t.co/6JzQNIhLwV",1
2058,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/fWCgfqUJWO",1
2059,Excellent stout for riding out the storm #snowmageddon 🍻 - Drinking a Founders Reserve Stout by @Yellowbellybrew @… https://t.co/CPV4Pwzad0,3
2060,good lord #Newfoundland https://t.co/AGeKF8w2ag,5
2061,"It’s hard to tell, but there are houses across the street from me. #nlwx #nlstorm https://t.co/lGXmZn5zg7",5
2062,@CBCNL doing an amazing job of reminding us why local radio is so important with their #nlwhiteout coverage. Preppi… https://t.co/ZXHIQQJDaB,3
2063,"Folks, we can’t stress this enough: do not go outside unless you absolutely have to. Winds are picking up, our morn… https://t.co/4JSD9YgnLS",5
2064,Just another day around the bay. #nlwx #BayofExploits #Botwood https://t.co/CqVjusL6gA,7
2065,"Roasted butternut squash and coconut soup flavoured with roasted garlic, ginger, cinnamon, and nutmeg. Did you say… https://t.co/RhIymNDDTV",3
2066,Well there were two cars in the driveway... #nlwx #snowmaggedon2020 @CBCNL @VOCMNEWS https://t.co/Enegqtph3S,6
2067,"Normally we tell everyone to get outside. But Newfoundland, we'd recommend staying inside today. ❄️#nlstorm",5
2068,"En raison de l’état d’urgence à St. John’s, TNL, les voyageurs et clients qui nécessitent l’aide de l'ASFC à… https://t.co/LwuSIPwV4m",1
2069,Invisible magical snow barrier around the twin cities?  Storm is just too cool for us?  My kids got sent home from… https://t.co/u9AsRQkTG7,3
2070,Just another day at the office... Tony Barrington and I don’t mind standing in 40+ cm of snow to bring the latest o… https://t.co/K6rGXSaHj3,3
2071,Based on the airport obs St John's has been experiencing an official blizzard for 8 hours. Unless one hour in the m… https://t.co/Fqvm2cLAsk,8
2072,I left my Halloween window decorations up for Christmas this year and I think I accidentally created a poster for a… https://t.co/eQhw9TG3pA,5
2073,Stay safe #newfoundland https://t.co/JofNrKcI2L,2
2074,"Ummmmmmmmm 🙄❄🌬❄🌬
Holy shit!!! 

I am safe and fine, so no worries. 

#nlstorm #nlwx #winter #yyt #nl… https://t.co/1qBMNLvLda",5
2075,"3pm, wind has changed direction, howling now and house is shaking, #powerpleasestayon  #blizzard2020… https://t.co/MNfNPVC9vV",5
2076,"Due to the state of emergency in St. John’s, NL, travellers and clients in need of CBSA assistance in #StJohns and… https://t.co/FxFQG60eIt",0
2077,"Once darkness sets in, I would say all plows will be off the roads  til daylight tomorrow, and the state of emergen… https://t.co/ltgxPlKYxR",0
2078,#snowmaggedon2020 what's left of my backyard clothesline is getting pretty close https://t.co/oxn8AUV9pO,5
2079,"Today has been a great day so far, I ate 3 Apples! Amen! #FridayFeeling #FridayThoughts #FridayFunday… https://t.co/TSB5gXd0r3",5
2080,"@LeilaBeaudoin @NTVNewsNL Kitchen window will soon be completely buried, reporting from Cowan Heights 😂😳 #nlwx… https://t.co/ScgtTXKVoX",5
2081,#nlstorm #nlwx #nlweather @VOCMNEWS  @weathernetwork https://t.co/3k0Cu8JTI7,3
2082,Stay strong St-John’s! (Dire que j’étais là pas plus tard que hier soir! Ouf! ) #stjohns #Newfoundland #nlweather… https://t.co/gptXRzEjwg,5
2083,"Well, it may be cold here in #bdnmb, but I guess it could always be worse. Good luck with #nlblizzard2020.

cc… https://t.co/gHye3MAHdA",5
2084,oh gawd I did the thing where I got excited over the outside world acknowledging our existence lol #nlwx https://t.co/5NPzCRiU7l,5
2085,"With a 3:30pm snow total of 43cm, today is #StJohns's snowiest January day in almost 15 years, since Jan 22nd, 2005… https://t.co/QlfPGHpime",8
2086,Yikes.  Bonvista's winds are now NNE 100 gusting to 134 km/h. #nlwx,8
2087,St. John’s all inclusive! BOOK NOW! #nlwx #nlstorm #nlblizzard2020 https://t.co/Bb0cZuL6q1,5
2088,Shoal Hr now #blizzard2020 @a_brauweiler @ryansnoddon @EddieSheerr @weathernetwork #ShareYourWeather #Newfoundland https://t.co/uS92UlJjiM,5
2089,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова What Frie… https://t.co/NlgaBV8yiK",1
2090,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/HlJVH13zOU",1
2091,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Club Pran… https://t.co/DkcYg073af",1
2092,I proclaim that all streets on the Avalon be renamed “Blow-me-down Drive.”  #stormaggedon2020 #nlwx,5
2093,"Kian would love to show you out his window, but the snow is enough to knock you over! @OnTheGoCBC @CBCNL… https://t.co/o8TpNmd4CT",5
2094,@CochraneCBC I just opened my front door and 15 cm fell in my porch #snowmaggedon2020 #yyt #nlwx,5
2095,"In which Edmontonians collectively say ""At least we're not in Newfoundland.""

#yeg #yegwx #yegweather #nlwhiteout… https://t.co/kkQG2erplD",5
2096,Yikes.  Also have to go out back every 45 minutes to shovel snow drift from door so then 🐶’s can go out.… https://t.co/jg9aA3eo4D,5
2097,Just (barely) saw a plow go by on Prince Philip Drive between the CBC and the Health Sciences. Crews trying their b… https://t.co/vcJ4ldZaA8,6
2098,I'm on night duty for Fergus. He loves it but listen to the wind! #nlstorm #nlwx https://t.co/PzkpDseu34,5
2099,The most gorgeous #winter storm I've seen on satellite imagery. Check out this #blizzard ongoing in #Newfoundland a… https://t.co/walxucfJDY,4
2100,"Up, up.....and AWAYYYY!!!!
#nlwx #storm #Newfoundland https://t.co/BzDo23tqXU",0
2101,"@KattyKay_ 70 cm in Newfoundland. That's a lotta inches. #Snowmageddon 

https://t.co/cFA7TiXfQD",8
2102,Paradise #nlwx #nlstorm https://t.co/W71Zl5jybh,5
2103,"@MMadryga Perfect day in our Blue Mountain Park ! 🌞❄️⛄️⛄️⛄️❤️ #snowmaggedon2020 #snowday 
#Coquitlam… https://t.co/LzueENJSL6",5
2104,"My car is disappearing. 😨
#nlwhiteout #nlwx #shareyourweather #yyt #nlblizzard2020 https://t.co/46kyqySNAi",6
2105,Our view of the bay. Those snapping and popping sounds you hear in the background are coming from the house. #nlwx https://t.co/srbksuPzrx,5
2106,"Storm turkey, check #snowmaggedon2020 #stormchipsareforpussies https://t.co/FzOI9TScy5",2
2107,#Newfoundland #vancouver #snowmaggedon2020 #winterday #blizzard2020 https://t.co/fU2mQVqjXz,5
2108,3:30pm Mount Pearl #nlwx update. Wind gusts to 80. (Still expected to gust 130-150 later tonight) https://t.co/hfRJAgAdgA,8
2109,Thanks for sharing. What's the view like out YOUR window? #nlwhiteout https://t.co/anFH6VNUxC,5
2110,Wishing our Newfoundland &amp; Labrador friends well during the blizzard and afterwards with the clean-up. #nlwx… https://t.co/MbL4LOJ9Kl,2
2111,Bys left their window down... OMG lol #nlblizzard2020 #newfoundland #stateofemergency #Snowmageddon2020 #nlstorm https://t.co/iioIvkyW8R,5
2112,Might as well bake while we still got power. #snowday #blizzard #nlwx #snowmaggedon2020 https://t.co/0VsTXxpvfC,5
2113,The Whitewalkers are coming 🌨️❄️ #snowmaggedon2020 #nlstorm #blizzard #blizzard #nlweather https://t.co/QMH1rM69UG,2
2114,Round 3. Pretty brutal. #nlwx #blizzard https://t.co/DcQiVIRLpA,5
2115,By’s it’s snowing out #nlwx,0
2116,Wow ! Incredible. Stay warm n safe #Newfoundland ! https://t.co/7uc8hM3qoa,2
2117,"Tonight on @CBCWorldatSix @oneillyatescbc on #nlstorm, Tom Parry on Ottawa $ for #UkrainianPlaneCrash victims famil… https://t.co/yx5jg4a7DL",3
2118,my back door #nlwx https://t.co/HeRA4Olk5i,0
2119,What a view of the Klondike in Bay Robert's #nlstorm #snowmaggedon2020 https://t.co/vCOZWNMCjp,5
2120,"@NFPower outages are continuing to increase this afternoon across Eastern Newfoundland. Unfortunately, I expect thi… https://t.co/e88WXoG8d3",0
2121,Not all stores are closed. Just watched a gyrfalcon take a junco from our feeder. #snowmaggedon2020 #nlbirds #nlwx,7
2122,@CBCNL @EddieSheerr @NTVNewsNL the plows are still out in #TownofCBS #nltraffic just did my street https://t.co/5QVjDXUymD,6
2123,we're in the Washington Post #nlwx https://t.co/CtimdDfIFK,5
2124,Good advice from the @towngfw Fire Chief. #nlwx https://t.co/hKX9YHiEPO,4
2125,@SOakley_13 Blinked about 10 minutes ago in seal Cove CBS ! #NLwx,6
2126,My hometown has called a state of emergency. It regularly has heavy snow &amp; high winds. Last SoE was in 1984. #nlwx… https://t.co/aDYMGGUqXf,8
2127,"⚠️⚠️ BREAKING ⚠️⚠️ Come by Chance has also declared a state of emergency. 

#nltraffic #nlblizzard2020 #nlstorm #nlweather #nlwx",0
2128,"Dear people of #Ontario, 
#Newfoundlanders have the right to laugh at us if we complain about the 15-20 cm of snow… https://t.co/013eeOHo9J",5
2129,"yup. that rattling sound is our house shaking 😅

#nlstorm #nlblizzard2020 #stormchips https://t.co/G7SxuOEpFc",5
2130,"#nlstorm Even in blizzards, birdies gotta eat. The brick is ballast. https://t.co/UI4UbYGac0",5
2131,Can this stop now? #snowmaggedon2020 #nlstorm #nlweather #nlblizzard2020 https://t.co/0mheg6RO8q,5
2132,"Such a Joke! This province seriously needs to real about how they treat “Winter”, if the government gets real then… https://t.co/TF6Iv6QEHz",4
2133,@Brett_CBC @KaylaHounsell Same. I feel her pain!! Although I don’t think I’ve even been out in quite that much snow… https://t.co/xmA0zw0Avy,5
2134,"God bless @AtlanticVoice, playing Kim Mitchell as a #nlwhiteout blows through. https://t.co/B21Ogxjsas",5
2135,Lucy tells you everything you need to know about the storm in Newfoundland 😂- 📹 @HasanHaiNL #Canada #stjohnsnl… https://t.co/Vxyl37KlMY,5
2136,"We go walking in a hurricane...
#nlwx https://t.co/X0dI4vrivj",5
2137,"When the latest #Snowpocalypse2020 is a bust, you eat lunch out at the always-delicious Cafe Osage. #FridayMotivation #stlwx",3
2138,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/ZRb36WvefK",1
2139,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/ihWruZZ0sa",1
2140,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова How To Wa… https://t.co/Otk8ptTOHS",1
2141,Wind gusts in our back yard #nlwx https://t.co/LwHRzQaeaZ,5
2142,Loves it! Although I hope the power stays on. #nlwx #taptheglass https://t.co/g8IIgDmJeN,5
2143,If you live in a community that has declared a star of emergency you must stay off the roads. Be safe #nlwx https://t.co/DU1C9E3yVo,0
2144,Our shed will be completely buried soon. Going to be a job to dig that out tomorrow to get the snowblower #nlwx https://t.co/alj56EqJKy,5
2145,@joan_rollins Ice Hurricanes?  I remember when there were called nor'easters.  #Snowmageddon2020 #nlstorm,5
2146,Update from Blackmarsh Road from earlier this hour. #nlstorm #nltraffic #nlwx https://t.co/TAulN399fc,6
2147,The storm that stayed off the east coast rapidly intensified...104 mph wind gust in the #Newfoundland #blizzard. https://t.co/UtUpXPYxuR,8
2148,"@docroxc LOL

It's HORRIBLE 

or 

Normal winter day.

Well, both can't be right. 🤣

#Wolbachia is likely causing… https://t.co/bIzMKhafeq",5
2149,Op PALACI provides a very necessary avalanche avoidance snow removal service which helps keep road and rail lines o… https://t.co/gwHKyoSwOF,6
2150,Sun is out. What kind of black magic is this??? #nlwx #nlstorm https://t.co/mcoukQM1KI,5
2151,Scenes at Elizabeth Avenue. It's definitely not as bad as some other places I've seen on the internet so far. But c… https://t.co/4odieRtMyK,5
2152,"Unnecessary travel should not be attempted, shelter at home. Snow storms of this magnitude are not spectator sport… https://t.co/54zcl6G4qg",4
2153,I would take a pic from my window for you @OnTheGoCBC but the snow has CAKED ONTO THE GLASS and I CANNOT SEE OUT… https://t.co/5IUPgcmDKK,5
2154,"Come by Chance has also declared a state of emergency. 

To recap, states of emergency declared: St. John's, Mount… https://t.co/ck1Rk8LlAx",0
2155,Oh boy #nlwx https://t.co/CD6Bpd0V7b,5
2156,"People say radio is dead.
It's days like this when you want a voice in the house, you always turn on local radio.… https://t.co/mmcz05t3v6",5
2157,#NLtraffic @EddieSheerr gotta have da storm chips 🥶🥶🥶 https://t.co/qsdBCIerpM,5
2158,"You guys have the best job!  Just once, I want to shoot snow. Please pick me!! *waving hand madly! #snowmaggedon2020 https://t.co/OiuCuyruFb",4
2159,"It's going to get worse, so be prepared.

#nlwx https://t.co/n8wsTrUWwS",3
2160,A photograph from @photations Indie Series Project Newfoundland photo-book #photobook  https://t.co/3qUrXqXdz8… https://t.co/9cRANwdcFA,5
2161,Newfoundland Photo-book Norstead and more photo excerpt  31 From our compaion Project Newfoundland Photo-book… https://t.co/4wr3OWMY8E,5
2162,"LOL. Newfoundland is a trending topic here in Edmonton. Along with #nlstorm and its associates. Stay safe, everyone back home. &lt;3 #nlwx",2
2163,"#TGIF Should you venture out... 🥶🥶 
BEER 🍺🍺 is in your future. 
Sip &amp; Shop at #SLL with:
@BrsFndryBrewCo 4 PM - 6 P… https://t.co/mkUUi8712u",3
2164,Currently in the Goulds: my wine never tasted better. #nlwx https://t.co/4ISKTxYIhl,5
2165,Storm snowfall total of 54.2cm through 3:30pm in Mount Pearl. #nlwx,8
2166,No thanks! #nlwx #NLStorm #nltraffic https://t.co/z9sBpp7RVz,3
2167,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова The Human… https://t.co/yORJoJ7nOv",1
2168,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin-up Pa… https://t.co/T4HPfeY8vv",1
2169,"Click On Photo To Learn More

#michelleobama Eminem #SAvENG Ken Starr #SexEducation #nlwx Даниила Егорова Pin Up Gi… https://t.co/DDhySdRm2q",1
2170,@Barrett_Heather I was just out behind your house clearing our backyard so the dogs can't escape. Listening to you… https://t.co/sbNucGRtM0,3
2171,#stormchips #stormageddon2020 one bag of storm chips gone. Soon be time for storm beer🍻,5
2172,"There has been approximately 43 cm of snow since Fri 05:30 at ""St. John's Int'l Airport"" #NLStorm",8
2173,Loves it! #nlblizzard2020 https://t.co/irRcSXcVkE,0
2174,"@stobincbc that's key reporting right there

#snowballfight

#nlwx",6
2175,I miss spending snow days with my friends in St. John's #NLstorm,5
2176,"St Johns Airport #YYT only (sarcasm) reporting 3 cm in the past hour, but I question that observation as it's diffi… https://t.co/vi8MiWSn17",8
2177,"Took a break from work to jump in the snow. Literally. Wearing my Bumble hat, which protects me from assholes that… https://t.co/w2OpsvjuKi",5
2178,I @PratayDaswriter  Deal with all of you ..And #FridayFeeling follow me and I will..That's the big  deal.… https://t.co/0Bq2avJ0BR,5
2179,"Airport snowfall through 3:30 pm:
43 cm at St. John's #YYT;
8 cm at Gander #YQX.
#nlwx",8
2180,Our basement door needs to be defrosting #nlstorm #Newfoundland #stormageddon2020 https://t.co/fuYljYTcwL,5
2181,"There has been the equivalent of 17.2 mm of precipitation since Fri 04:30 at ""ST JOHNS WEST CLIMATE"" #NLStorm",8
2182,Oh my. #nlstorm #nlwx @CBCNL https://t.co/EOryYr5hmQ https://t.co/IZohN67PJ1,5
2183,"3:30pm #nlwx radar showing heavy snow continues across the Avalon.

St. John's Airport #YYT reporting 43cm through… https://t.co/SK76Rp8Mw4",8
2184,"Victoria, NL just lost power #nlwx",6
2185,"Today at 3:30pm, the wind was 84km/h which made it #StJohns's windiest hour since Feb 10th, 2019 #NLWx",8
2186,After 9 hours and its slowly disappearing.  #nlwx https://t.co/NVa3AsseBS,6
2187,"Well, my cars buried until spring! Foxtrap got a ton of snow and wind now! #nlwx #nltraffic https://t.co/NKBuTQGRSu",5
2188,Not everybody can pee in a toilet! LoL 🐶  #snowmaggedon2020 ⁦@weathernetwork⁩ #nlwx https://t.co/5FdBHmh4ie,5
2189,"#nlwx #snowmageddon2020 #snowcopalypse #yyt update 15.30 min on Friday, it is now up past my knee by our front door… https://t.co/7yap9cgfzx",8
2190,why is there so many people running and skiing down prescott? go home by #nlwx,3
2191,"The silver lining is, this snow is the *perfect* consistency for ⛄️ and snowball fights. 🤷‍♀️ #nlwx",0
2192,Watch to end. #nlwx Air pressure keeping storm drain clear. #TequilaSheilasBrush https://t.co/h353KUeAdc,3
2193,@CBCNL @cecilhaire Let's let emergency crews do what they have to do. Stay inside. Avoid risks. Let's hope power li… https://t.co/KfnnJmdrWg,6
2194,bit of a storm happening! got some #stormsoup for #nlstorm #snowmaggedon2020 ... and quite a view out my front door… https://t.co/iUnOEe3gmY,5
2195,@LeilaBeaudoin @leelowbird @NTVNewsNL #snowmaggedon2020 Mount Pearl ar 3:30am today and 3:30 pm. https://t.co/IzS57LgCd6,6
2196,"It is unknown when, or 'if' (but likely 'when') I will lose power. I'm well prepared, and if those who need to reac… https://t.co/SCtqn1E0MS",3
