,text,label
951,When you have the heat cranked because the lights might go any second you just might have ... #stormsweats #nlwx… https://t.co/qPQASNPjnd,
952,Remember state of emergency issued March 17 1976. Only 19 at the time and was determined to get to Schooner Lounge… https://t.co/ag8Thoy5bZ,
953,It’s become too stormy for plows to operate safely on the west coast between Port aux Basques and Tompkins. Please… https://t.co/HeEIKkxrKi,
954,Video 6. Almost too dark for videos now. Somehow we still have power. #nlwx #Newfoundland #nlblizzard2020… https://t.co/MaDgM2I4P8,
955,"Please don’t die, Newfoundland. Dat wind! #nlwx https://t.co/okiz8v0tWK",
956,"Lantern, a good book, storm chips and of course Mr. Monkey 🐵 we’re settled in for the night 🐶 #stormageddon2020 https://t.co/WKIPiKe3wB",
957,"There has been the equivalent of 22.5 mm of precipitation since Fri 04:30 at ""ST JOHNS WEST CLIMATE"" #NLStorm",
958,Oh my. Stay safe #Newfoundland #nlblizzard2020 https://t.co/IBOzB9W8dF,
959,"MUST-SEE pics, videos of historic #nlblizzard2020. Multiple communities declaring state of emergencies including… https://t.co/1lXGLb5JSt",
960,Incredible amounts of snow down.  Plow operator looks like he was going to try to go out and battle the storm but h… https://t.co/bL7FhCAOFE,
961,Look at those lines dance. 😧 #Newfoundland https://t.co/snU5H4oh1l,
962,"ok blizzard, you've made your point #nlwx",
963,My car and truck are completely buried and there is a 6 foot drift all along my walkway. #nlwx https://t.co/y836am0kM4,
964,Power back on on Freshwater Road ... for now anyway! Thanks @NFPower #nlwx #stormageddon2020,
966,@meteofrance violentes rafales de vent et blizzard aussi sur l'est de #TerreNeuve #Canada #nlwx https://t.co/7Vz4ZHY6AI,
967,@cbcnewsbc Some friends didn't seem to mind it!!! #snowmaggedon2020 #snowfun #Richmondbc #snowdogs https://t.co/IPldr80FVp,
968,"Nan: ""Everyone here that gets in to politics gets right fat. They all blows up.""

Me: ""That's from them swallowing… https://t.co/HVblx5bGSU",
969,This is the worst storm I've ever experienced. Apocalyptic. #nlwx,
970,#nlwx the view from @Mount_Pearl right now . #StaySafe https://t.co/Z2s4Act6iS,
971,"Safety Advisory⚠️Due to severe weather conditions, heavy equipment has been removed from the #TCH in #TerraNovaNP.… https://t.co/AtgMDZj6yi",
972,Yo who pissed in mother nature’s tea? #nlwx,
975,"130 km winds and 60cm snow feels like this!!   #nlwx 
#snowstorm https://t.co/TlleaCVxg6",
976,"When your snow bird mother tells you how hot it is in Florida today :/ Read the room, Marge. Read the room. #godlovemudder #snowmaggedon2020",
977,Feeling your apartment building that's made of steel and concrete sway in the wind is disconcerting. #nlwx… https://t.co/6C96gnVWt5,
978,Thank you for keeping us tapped into what’s shaking in Newfoundland &amp; Labrador @Mainstreethfx!! Stay safe @CBCNL… https://t.co/gyBxi3QKKm,
979,I live in a snow globe #nlblizzard2020 https://t.co/JjhxRjWKUd,
980,"@Sheldon_Payne @mattmurley @StJohnsTelegram Np. Yes, cancellations and such but nothing compared to #nlblizzard2020… https://t.co/JQV30elPDX",
981,Seal cove #nlwx https://t.co/25FNsvMiLP,
982,"Ya empezó la nieve, esto se va a poner feo, no dejará de nevar por las próximas 12 horas creo! 🥶🥶🥶🥶… https://t.co/Y6Ftl0JAbu",
984,Weekend vacation hotspot? Three day https://t.co/6v5zW3jY6O projection. #nlblizzard2020 #stormageddon2020… https://t.co/OHfZV23ysr,
985,#NLwx @weathernetwork It’s a good night for a line of clothes https://t.co/OGa7851zFF,
986,"#beer #Michigan #stormageddon2020
Busch is giving Michiganders $1 off beer for every inch of snow that falls https://t.co/16jxqDbVG2",
987,"FYI: Snow plows are being pulled from roads across metro area, will only assist with emergencies. #nltraffic

https://t.co/D1nvOEayPR",
989,View from the back of the house #nlwx #nlblizzard2020 https://t.co/S1797aLLEW,
990,Snow is melting off my building at -25*C  #melting #stormageddon2020 #FridayFeeling https://t.co/YpUkvDnqGc,
991,A small accumulation of snow out there #snowmaggedon2020 #Newfoundland #nlblizzard2020 https://t.co/mWMAA1yROT,
992,"People starting to tweet that they've lost power now too. Sheesh. 

Hope they will call in the military if needed.… https://t.co/DHHv4DQoNg",
993,@shawnmicallef yep. #snowmaggedon2020 and the supposed weather wimps in TO🙄,
994,Literally 5 mins of shoveling... #snowmageddon2020 #blizzard2020 #nlwx #stjohns @EddieSheerr @BrianWalshWX… https://t.co/8caqqmCzUo,
996,I hope you’re ok @meeganvictoriaa #stormageddon2020 what ever y’a do pls don’t go outside without snowshoes !!!!! 😉,
997,"Well, I had a fence at one time....#nlweather #snowmaggedon2020 #nlblizzard2020 #Newfoundland https://t.co/DcLU3uqpYo",
998,"Whoa, dazu 43 cm Neuschnee in St. John‘s. #Blizzard #nlwx #Wetter https://t.co/Yjed9ULjwY",
999,Power outage here in Bonavista. #nlwx #nlblizzard2020 #snowmaggedon2020,
1001,"@AnthonyGermain is broadcasting during #nlblizzard2020 from the back door at @CBCNL. Here's a clip:
#nlwx https://t.co/o6NSTx5qpF",
1002,"Buses, trains and automobiles: Staff and volunteers at @BCChildrensHosp and @BCWomensHosp make it to work through t… https://t.co/ro429r6NxC",
1003,@AnthonyGermain Top notch reporting from you and all the CBC crew tonight! Terrible conditions and you are troopers… https://t.co/cZqtRbVO5S,
1004,Kudos to @CBCNL folks who innovated to get the evening news package through #HereAndNow with aid of @CBCNS colleagues. #NLWx  #NLTraffic,
1005,Intense blizzard conditions have prompted states of emergency to be declared in #Newfoundland. Here's what that mea… https://t.co/436ltL2UwE,
1007,Tomorrow Toronto will complaining about 10-15 cm of snow... peanuts compared to 75+cm of snow for #Newfoundland Tha… https://t.co/qgkIVrHuya,
1008,@ryansnoddon All is right in the world again. Hope NS is treating you well. #missyou  #nlwx https://t.co/AyyRSl05Ii,
1009,"There's a car under there somewhere
#nlblizzard2020 #snowmaggedon2020 https://t.co/qD6HGIK1VV",
1010,On LockDown all day:-( #nlblizzard2020  Workyard Tomorrow:-( #Newfoundland,
1011,Omg praying for everyone in #Newfoundland rn 🙏🏼🙏🏼🙏🏼🙏🏼 https://t.co/1b0yVSHJd2,
1012,"Live look at me in my driveway...
.
.
.
Not pictured: wife yelling from the garage “I told you we should have gotte… https://t.co/yj7iKdrbVL",
1013,This is a photo from my uncle's living room looking out the window in St. John's. You can barely see the tip of the… https://t.co/StpNerCbyC,
1014,"I really love St. John's Newfoundland and hope you all stay safe, snug, and maybe have the best kitchen party you c… https://t.co/2FVgVoRnje",
1015,"UPDATE: one house hit, no reported injuries. Stay safe, everyone! #nlblizzard2020 #nlweather #nlwx https://t.co/dP9POoy0gp",
1016,"Our basement door! Luckily, the front door is clear and we still have power 😊 #nlwx @NatashaFatah https://t.co/RGnOM5vR7c",
1018,Be safe my fellow Canadians out east 🙏 #snowmaggedon2020,
1021,Keeping all of our friends in #Newfoundland in our thoughts. Stay warm and safe! https://t.co/mrMbKJ571w,
1022,Snowmageddon songs: ‘I only have ice for you’ #nlwx,
1024,"A storm day calls for coffee, cozy blankets, books and #stormchips #stormreads #nlwx  #snowmaggedon2020… https://t.co/QP2v1j8DVv",
1026,Buried #stormageddon2020 #blizzard #nlwhiteout #blizzard #shareyourweather https://t.co/EiDitMqkrO,
1027,Drifting snow is crazy! Winds picked up #stormageddon2020 @BrianWalshWX @EddieSheerr @weathernetwork https://t.co/FrrZfruQdJ,
1028,Power keeps coming on and off here and a transformer just blew across the street!!!! #nlwx https://t.co/ZTR5dGWIS5,
1029,#nlwx can someone verify if the airport actually had a gust of 180 km/h??? @a_brauweiler @kellymbutt @rcbstormpost… https://t.co/kdqaaXZv4q,
1030,"Nasty weather, winds picking up @EddieSheerr @weathernetwork @BrianWalshWX #snowmaggedon2020 https://t.co/0pOcSdgMGN",
1031,"Dear #Newfoundland I am really really sorry I ever swore while shoveling snow over here. Love, B.C.",
1033,"Still comin' ... 50cm+ and counting. ""Gonna be some marn d'mar marn."" #NLwx #nlblizzard2020 https://t.co/OMGbQBtJuy",
1036,So umm the snow has reached the window and honestly if I didn’t shovel earlier the snow would’ve been much higher o… https://t.co/mooxEfIBTw,
1038,Join us tonight as we warm up on the dance floor with DJ Kevin Michael &amp; Selina Style 10-2. #snowmaggedon2020 #AnnArbor,
1039,Winter is already here.....BRUNCH IS COMING! NEW brunch menu rolls out tomorrow at 9am! #pub819 #brunch #snowta… https://t.co/YGkQaV8pXu,
1040,"What a crazy wind! Take care everyone in Newfoundland! 🙏🙏🙏
#nlblizzard2020 #newfoundland #nlwhiteout https://t.co/Z4MaeAAWyq",
1041,This will be fun to clear (for reference there is no car under that) #nlwx #nlblizzard2020 https://t.co/8vlAGfxlui,
1042,#nlwx check in. Mount Pearl at 6:20. https://t.co/aLOJ6JjIID,
1043,Here at the 511 Dispatch which has seen an unprecedented number of calls today. All plows are off the roads in East… https://t.co/1qZbxQzZaz,
1044,"Big ole pot of turr soup on the go! Time to get some turnip &amp; parsnip &amp; carrot in that pot, too! #stormsoup… https://t.co/dPCJuH37SB",
1046,It does look like the highest storm snowfall amounts so far are over the NW Avalon - Metro might make up ground lat… https://t.co/D9UCKONy17,
1048,#snowmaggedon2020 #Alberta #North #coldweatheradvisory #imsodone https://t.co/oHPVlqRfC4,
1049,Spare a thought for poor Newfoundland which is taking a sh*t kicking. 75 cm of snow expected and state of emergency… https://t.co/oSWo5W45XN,
1050,"“Potente bufera di neve, epiche nevicate colpiscono Terranova e Labrador, St. John's dichiara un'emergenza statale… https://t.co/ru5Y7xxUHD",
1051,"Except for the white balance (understandable), this is the best #nlstorm door shot I've seen so far. https://t.co/8h3lKuhooW",
1052,Thankful to the @CBCNL crew for staying on the air all day today. Easier to ride out the storm solo when you’ve got… https://t.co/q7IhILXRJK,
1053,Just a reminder that Donald Trump believes you can prevent this sort of thing by nuking the weather system.… https://t.co/gtAixZIZS9,
1054,The snow is in our area now. Run and hide. Drop and roll. Duck and cover. Eat and drink. Kibbles and bits. Laurel a… https://t.co/WpsznJuQj6,
1057,Door update: #nlwx https://t.co/nHpyLf8UsS,
1058,"Lets do this.
#snowmageddon #ottawa https://t.co/HoVbXqwwtm",
1059,"Power’s back on!!! 
*celebrates, immediately plugs in all devices* #stormageddon2020 #nlwx https://t.co/U9VQkM6bVy",
1060,"Um, guys? The @washingtonpost is reporting on our storm. 😮 #snowmaggedon2020 https://t.co/vDk6TYZdaP",
1061,Dad would have asked is it a “real” storm or a “townie” storm?! Dad it’s a REAL storm!!☃️❄️💨 #NLStorm https://t.co/13g9Mpm6fb,
1062,I know we rail our crappy little town's infrastructure all the time but credit where credit is due to @NFPower for… https://t.co/YJccBR5Ajw,
1063,To my friends and colleagues in #Newfoundland. Stay safe. Sending good vibes. Hopefully you have heat. And wine. Lo… https://t.co/xLDbGHkD3n,
1064,The photos and videos from #Newfoundland are quite something. Hoping it gets better from here https://t.co/di12gb5tLy,
1065,Blizzard conditions right now in Mount Pearl #Newfoundland ! Drifts as high as the cars and still blowing and snowi… https://t.co/NQNlxYh47x,
1066,"Heading back down again. 👇
#nlwx #snowstorm #StateofEmergency #Newfoundland https://t.co/3sRlMiCgyB",
1067,"We are not a’moosed by this weather. Stay safe out there and travel with caution.
#TGIF #stormageddon2020 #LegMB… https://t.co/lGXQNuVYGW",
1068,Today is the 5th snowiest January day on record in #StJohns: 48cm. #NLWx https://t.co/zzjjI6As73,
1069,Taken between 4:30 and 5:30 today. It just keeps on coming! #nlwx #snowblows #nlblizzicane #northofthewall… https://t.co/6czQwxLlR3,
1070,Poor NL - be safe! #Newfoundland https://t.co/fDAWTppETu,
1071,@washingtonpost There was an avalanche in an iconic part of our Capitol city about an hour ago. One house was burie… https://t.co/cx5C5W6fbc,
1072,Good times in Newfoundland... #nlwx https://t.co/9V9WOUrqHe,
1073,Current view of the stairs to my house.  #nlwx https://t.co/nhT8CqPciX,
1074,"Waiting around for #Snowpocalypse2020 be like.....
#MichiganWeather https://t.co/N2RkO7rc1G",
1075,Good luck to us all... #nlwx https://t.co/vpptW1i5xQ,
1076,Propane range for the win.  #nlblizzard2020 https://t.co/wcDYezeQrh,
1077,Deteriorating by the minute @CBCAlerts @CBCNL @NatashaFatah  #nlwx https://t.co/5qbAJIddrN,
1078,Excellent joint coverage tonight! Big shout out to CBC Nova Scotia for helping out! And great to see @ryansnoddon a… https://t.co/RE6nBXASdY,
1081,You know the weathers bad when the plows can’t operate..#nlblizzard2020 https://t.co/ccUKqObL4n,
1083,"Power outage @CityofStJohns for nearly two hours, the blizzard  just getting stronger, a great uncertainty when the… https://t.co/NSoPfwWCoa",
1084,"Ok , #Newfoundland #snowmaggedon2020 look at this folks!!!!! https://t.co/dbkPpiL3zZ",
1085,"And to think the wind is going to get stronger in Pouch Cove, NL @EddieSheerr @BrianWalshWX @weathernetwork #nlwx https://t.co/7QRFG9icjT",
1086,Amazing #snowmaggedon2020 coverage. @NatashaFatah busts @ocathome for having Margot shovel during the storm. https://t.co/8kaEKywuvC,
1087,Can't let the cookies spoil. #nlwx #stormcookies https://t.co/zWEesce30H,
1088,"Let the workout begin,  it might be cold outside but the pool is tolerable...#snowmaggedon2020 @lifetimefitness SDL https://t.co/sYAhawGPjz",
1089,@cbc #stormageddon2020 #stjohnsnl #90cm omggggg https://t.co/A0Kv6auDFn,
1090,"⁦@NatashaFatah⁩ Same view from our home in Conception Bay South,NL....in the summer!#nlwx https://t.co/EblprhjP46",
1092,I have officially given up on the back door. This is the accumulation over the past hour. Not to worry front door i… https://t.co/U88azZ61gf,
1093,"A Jeep, an SUV &amp; a car are in there somewhere 😂 #nlblizzard2020 #nlwx #mountpearl #nltraffic https://t.co/eGZ2STLEr0",
1094,Powers gone #snowmaggedon2020 #bonavista #nlwx @EddieSheerr @NFPower,
1095,Nice knowing you guys. #Newfoundland #nlstorm #nlblizzard2020 #snowmaggedon2020 https://t.co/cQM3rzcoLU,
1096,"Woke up to no power. 

Still safe, still warm and I have canned food. I'll be alright. 

Now to grab a book and rea… https://t.co/QmKCJV9Wy0",
1097,Mike’s Hard Black Cherry o’clock #Cheers #Friday #nlwx #snowmaggedon2020 https://t.co/ROc8JmNOBA,
1098,"So grateful to all the essential #workers, #snowplow #operators, #powerlinecrews, rescue personnel, etc. who are br… https://t.co/dehCjCKSE3",
1099,Thanks @VOCMNEWS following #nlblizzard2020 updates on the crank https://t.co/ew3YrojnEB,
1100,Got up for the day at 11am (see comparison pic of my car). The vid clip was taken ~4:45pm. As soon as I got up I ma… https://t.co/2CUnAiyWD5,
1101,"Well here we are without power as of about 5pm! It was bound to happen. This is nuts, the first state of emergency… https://t.co/Cf7dX72v0Z",
1102,#Hiphops newest got us #Lit with his #dope flow and he's #GotDrip #BING 💯 @tiktok_us feelin @therealbigthump… https://t.co/jCn9bxODBz,
1103,#nlwx #Newfoundland #nlblizzard2020 One of my cars is completely buried(inside the circle. #nltraffic https://t.co/8ePFrWKh51,
1104,Guess I wont be leaving through this door any time soon. #snowstorm #nlwx #nlwhiteout https://t.co/LpkplaWDYL,
1105,Hey @Mainstreethfx I am thinking NL could use some @Ron_Hynes music about now #nlstorm,
1106,Man and machine “snowblower” against nature’s “snowblower “ . Losing battle right now in Newfoundland!… https://t.co/JA05PTQP8q,
1107,@TheWeatherNetUS power outages across the island. #Newfoundland #nlblizzard2020 #nlwx,
1108,#nlwx can someone tell me when the last time the @CityofStJohns  took plows off. My guess 30 plus years,
1109,"Shovelling snow is hard work and has been known to result in heart attacks. Take it easy! Take breaks, stay hydrate… https://t.co/0jfg74ATYR",
1110,Jesus. They don’t have the sidewalks cleared yet. I’m gonna get runned down. #nlwx  #nltraffic  #nlweather,
1111,Blizzard conditions on New Gowers street in downtown St Johns #Newfoundland #stjohns https://t.co/TTYU6S2PTY,
1112,Beer a-la @GregNoelPhotos and Harry Potter for this snowstorm shut in. #nlblizzard2020 #nlwhiteout #nlwx #nlstorm https://t.co/tHG35LmQM6,
1113,"Due to worsening weather conditions and limited visibility, #MountPearl has suspended snow clearing operations. Our… https://t.co/l5tf3U7dQV",
1114,Minnesota snow. Drivers never know best. The spin out fest has started. #snowmaggedon2020 #minnesnowta,
1115,"@NatashaFatah #nlblizzard2020 Topsail, Newfoundland https://t.co/rdvES0s9CA",
1116,Good advice from @RHFES_Chief83 #snowmaggedon2020 https://t.co/ZYB8ASzpQo,
1117,This storm beer is delicious. #nlwx https://t.co/iYe8nFBlTd,
1118,Some context as to the current weather situation #nlwx #snowmaggedon2020 #nlblizzard2020 https://t.co/8YEBsdCtLE,
1120,@BrianWalshWX @EddieSheerr #nlwx https://t.co/SiWO9e1Yfg,
1121,"On the plus side, the snow is only a couple feet up the shed door. On the down side, there's a 10' high drift to cl… https://t.co/HfhhGyVQsz",
1122,There is a road there somewhere #nlwx #nlblizzard2020 https://t.co/j478NJNZN9,
1123,Stay safe my #Newfoundland friends. Beautiful folks in a beautiful place getting battered by a bad winter storm tod… https://t.co/FWH7Zop6Yk,
1124,Power us back at Prince of Wales Street. Hopefully it holds! #snowmaggedon2020 #nlblizzard2020 #nlwx,
1125,"Guys, I’m really enjoying NL twitter today. St. John’s declares a state of emergency AND Donny Dooley gets unmasked… https://t.co/AvodlPWbKb",
1126,And your classic NL storm picture from east end of St John’s. #nlwx https://t.co/zM4SIzE1vm,
1128,Responding to structure fire on Water Street #nltraffic,
1129,@CityofStJohns has temporarily suspended snowclearing operations @VOCMNEWS #nlwx https://t.co/KHJa5rlU2i,
1130,Had to pop outside to clear snow from the door... yikes!! Stay warm and be safe @NTVNewsNL #nlwx #snowmaggedon2020 https://t.co/0Uy27U9MoS,
1131,Snowclearing is now on hold in #MountPearl.  Operators are reporting no visibility at times.  Crews are standing by… https://t.co/TMn6wIJhIA,
1132,Power’s off in Torbay! #nlwx https://t.co/0BMXydZcRs,
1133,"I waited less time to ride Space Mountain than I have to check out at Target, currently. #snowmaggedon2020 https://t.co/9UR8HOnPKd",
1134,"⁦@NatashaFatah⁩ #nlwx Blizzard in Conception Bay South, NL. Believe it or not, there is a red house AND a pond beyo… https://t.co/l0yUvTnn1U",
1135,Nasty! #Newfoundland #Clarenville #nlwx #nlblizzard2020 https://t.co/sHLpyL4W9J,
1136,"Wow, Hoping everyone in #Newfoundland is able to get to a shelter and to stay indoors today, stay safe and warm all… https://t.co/RMRZA38ap1",
1139,"In case you are wondering what a blizzard looks like😊

Our honey bees are back there but unlike us they can control… https://t.co/FbezB4ROmM",
1140,"Expecting to see Grindr names ""looking for snow plow""
#snowmaggedon2020",
1142,Thank you @KaylaHounsell and the entire @cbcnfld team. Hang in everyone in #newfoundland #nlstorm https://t.co/tmuz7B8boa,
1143,Not fit outside! #nlwx #stjohns #stormageddon2020 https://t.co/HnZ1GNxCtm,
1144,@thecamizzx @Isotachtics @rcbstormpost Either way those are dangerous wind speeds. Thankfully people building homes… https://t.co/ebiCIMskK1,
1145,Almost 80cm of snow hitting St. John's #Newfoundland. Stay safe! Us Atlantic Canadians stick together.,
1146,"🎼Locked on
Full trigger
Shot down
Interceptor
High price
Competition
No winner
Fatal decision🎵🎶

#snowmaggedon2020 https://t.co/xial6tn8ZK",
1147,Thoughts and prayers with all the beer cellars that are getting raided in St. John's tonight. #nlstorm #stormbeer,
1148,People seem to forget that the plow drivers are human too and it’s not safe for anyone to be out in this.. it’ll ge… https://t.co/Z3xfsCZ0YC,
1149,whither the mini prius?! #buried #nlwx #nlstorm #Newfoundland #snowmaggedon2020 #nlblizzard2020 #blizzard https://t.co/8WB1oOaUxg,
1150,"PREDICTION: 📈 a spike in births approx. 40 weeks from today 💋👶🏼 🍼#staywarm 

#nlwx #nlstorm #snowmaggedon2020",
1151,Second time outside clearing the deck. Good thing I did as there was more than there was the first time. Also check… https://t.co/K8X4RKqibR,
1152,Using the bathroom in #Newfoundland has its challenges today. Hope everyone is staying safe during… https://t.co/xXcXp9FQk5,
1153,Powerful blizzard slams Newfoundland with hurricane-force winds - The Washington Post #canada #Newfoundland  https://t.co/1PAEjHggsl,
1154,Snow clearing in Mount Pearl is also going on standby. #nltraffic #nlwx @590VOCM https://t.co/RNGqVhGzMf,
1155,"City of St. John’s Snow Clearing on Standby
:Due to deteriorating conditions and reduced visibility snow clearing o… https://t.co/UC7GV2wFrw",
1156,Hope all my family and friends in St. John’s are safe! I’ll stop complaining about the -30°C temps in Ottawa now.… https://t.co/Y3UiFlWCQS,
1157,SOMEONE JUST SNOWMOBILED DOWN CABOT STREET 😂 #nlwx,
1158,Waiting for Andy's #ClimateChange denial tweet any minute now #nlwx #ItsCold  #Newfoundland #newfoundlandandlabrador,
1159,The @CityofStJohns and @Mount_Pearl have taken snow plows off the roads due to deteriorating weather conditions. #nlwx #nltraffic,
1160,This video of a dog playing in the snow in Newfoundland is the cutest thing you'll see all day 😍- 📹 @iamcaseydog… https://t.co/lnv0FEvT7b,
1161,#nlwx looking out at my little car in Mount Pearl. It’s on the right ☹️ https://t.co/9uM8turPtD,
1163,"The latest from @CityofStJohns: snow clearing operations are suspended, with plies on standby at critical locations… https://t.co/cvQme9PywN",
1164,STORMWATCH 18:00 This is getting unreal. Snow has drifted up to the wipers on our van. The high drift to the right… https://t.co/sVzY95JsKb,
1165,That feeling when you find yourself in a nearly pitch-black studio during what could be the storm of the century.… https://t.co/XAOC5bjOWb,
1166,"Friday evening commute downtown is brutal ...  but hey, still got lights. #nlwx
https://t.co/6VqccIpEun",
1167,"State of Emergency
The rest of the world: Please help, send aid, we need resources 
Newfoundland: Chips.

#nlwx",
1168,"Snow clearing equipment in @Mount_Pearl is being taken off the road, and will stand by.

Weather conditions has mad… https://t.co/5GrpttOlFO",
1169,Power’s back on downtown. These @NFPower fellas are amazing #nlwx,
1171,"The cough at the end absolutely adds to this.

#NLStorm https://t.co/ECBflOul5y",
1172,"The @CityofStJohns has suspended snow clearing operations until conditions improve. 

The state of emergency remain… https://t.co/6fHjqoI71z",
1173,@NatashaFatah that was awesome!  Great coverage of a family enjoying the #nlblizzard2020,
1174,Admin HS will be sitting in with you for a while this afternoon. We have some hazardous weather coming in tonight s… https://t.co/TvfgeFQyRk,
1175,Kids are home. Stew is in the crock pot. Bring on the snow! #snowmaggedon2020,
1176,"Thank you @RNC_PoliceNL, nurses, fire fighters, paramedics, linesmen, workers clearing snow.. thank you for choosin… https://t.co/xvFNOG17Bv",
1177,"St. John's is temporarily suspending snow clearing efforts.

The city says operators are on standby at locations th… https://t.co/lltJOajUis",
1178,Stay safe out there Newfies!!! #nlwx https://t.co/3K94WmNoxW,
1179,There’s a car under there... #nlwx https://t.co/rjt6LuM155,
1180,That’s cute #snowmaggedon2020 https://t.co/3G6LomQo6Q,
1181,"At 6:10pm we still have power in Blackmarsh, worry for those who lost theirs earlier specially the seniors 🙏🏻 stay… https://t.co/kYTFYGgtKe",
1182,"Let's blow the hell outta this shitz

Me, pep talking the snowblower 

#Snowmageddon",
1183,"This was the moment I fell in love with #Newfoundland, #Canada when I first entered the Gros Morne National Park.… https://t.co/2mSD79u6qC",
1184,"#nlwx I object to news organizations characterising us as ""paralyzed by storm"".  We all COULD go out, we choose not… https://t.co/eYHHJo1vLt",
1185,If your wondering how fast it’s building up. Look at this great idea. #nlblizzard2020 #Newfoundland # https://t.co/wbkyMuV7UU,
1186,"Snow Clearing on Standby

Due to deteriorating conditions &amp; reduced visibility snow clearing operations are tempora… https://t.co/OipHGQggfy",
1187,"Fun times

#nlblizzard2020 https://t.co/Ott8VbXu9y",
1188,@rcbstormpost @MaxLittle92 @Isotachtics Interesting. The pressure difference is now 19 mb between cyyt and cyqx. Th… https://t.co/drGiHfiurV,
1189,"If you prefer the old system, 80cm of snow is more than two and a half feet! #nlwhiteout @CTVNews",
1190,Door update. #nlwx https://t.co/aOHeS5pMPY,
1192,"#snowmageddon Here we go again ❄️ @ Saint Charles, Minnesota https://t.co/0pZovJWnfW",
1194,Looks like Elsa is at it again!  #snowmaggedon2020 #nlwx @WinsorM @CBCNL @NTVNewsNL @VOCMNEWS @590VOCM… https://t.co/PVuJIg4noH,
1195,My goodness!! Stay safe Newfoundland. #nlwx #snowmaggedon2020 https://t.co/9lZCQ1S1jd,
1196,Enjoying our heat source as we are without power ...and thankful for a reminder to shovel out our propane vent outs… https://t.co/aTyMZCFCog,
1197,@ryansnoddon back on Here and Now #nlwx https://t.co/UXmdeCZQqq,
1198,#Hiphops newest got us #Lit with his #dope flow and he's #GotDrip #BING 💯 @tiktok_us feelin @therealbigthump… https://t.co/xnV7j4ULl0,
1199,"Folks, this is Longs Hill. Height of snow in westbound lane is about 5’ #nltraffic https://t.co/Ra2WjMN1cT",
1200,I’m amazed that @NFPower crews got the power back on after only 1.5 hours! Fully expected it not to be accessible f… https://t.co/hA4scxiU3A,
1201,"My God, going through that forecast on @NTVNewsNL, @EddieSheerr was talking faster than a Newfoundlander!   #woundup #nlblizzard2020",
1202,CBC Radio is essentially doing HAL 9000's version of 'Daisey' right now... Stay safe. #nlwx #nlweather #snowmaggedon2020,
1204,This is seriously as day I’ll never forget. This is exactly why I became a meteorologist. The shear strength of Mot… https://t.co/Cd4ySPbtQa,
1205,It's always nice to see old friends... @ryansnoddon returns.... sorta. #nlwx https://t.co/sfqP60RPpq,
1206,Conditions have really “improved” on our hill since this morning. #nlwx #downtownstjohns #snowmaggedon2020 #snowday https://t.co/A7AUChXdj0,
1207,"Hurricane force winds in Bay Bulls, NL @CBCAlerts @CBCNL #nlwx https://t.co/U7PdYwbunB",
1208,A big flash in the sky and the power went out for a minute in the Richard nolan/Jackman area #nlwx,
1209,there's a house in there somewhere #snowmaggedon2020 https://t.co/r36lWxJPzd,
1210,@CJAY92 Baby boom in #Newfoundland in 9 months... 😏,
1211,Current situation at the bottom of Signal Hill and Battery Road.  Been here in the intersection for an hour or so n… https://t.co/fYShOfrdwU,
1212,That's a full size truck and its mine and it's in my driveway :'( #nlwx https://t.co/upI55M9AF9,
1213,Using my @590VOCM mug thinking of my pals at @stingray braving this weather to bring us updates and the news! Stay… https://t.co/tnCovPhDxr,
1215,"Fired up my @cbcradio app to hear @OnTheGoCBC here in Halifax - and there’s @Mainstreethfx in its place, covering… https://t.co/W1CoQl3yTb",
1216,"With a 5:30pm snow total of 48cm, today is #StJohns's snowiest day in more than 3 years, since Apr 20th, 2016. #NLWx https://t.co/IziFsEPQWd",
1217,"This is honestly kinda terrifying....
#snowmaggedon2020 https://t.co/duhsAd5fU0",
1218,"The lights are flickering and could go out anytime now.  Time to pour a drink.  If the ice cubes are going to melt,… https://t.co/0M0lRjWSM8",
1219,@jamesdark44 @CP24 we've already heard what it's been called #stormageddon2020,
1220,"Power Outages: Before, During &amp; After https://t.co/vDaK8V8Pli 

Keep fridge, freezer doors closed as much as possib… https://t.co/Ez8FQYIBar",
1221,"i take back my complaints about the weather in saskatchewan....

https://t.co/e7Kaql3I63
#nlstorm #Newfoundland https://t.co/EMwcOjrGfE",
1222,CBS Newfoundland!! #blizzard #snowmaggedon2020 #nlblizzard2020 #StateofEmergency #90cm #Newfoundland #darknl… https://t.co/0iL0mU3Kne,
1223,labrador highway  #Newfoundland https://t.co/dscT0POAAr,
1225,@Klow7 @pskills43 @sergeibaka @FredVanVleet It’s @Raptors gameday and Im likely to lose power before tipoff… https://t.co/iiKoUsKy2c,
1226,Might be time to toss this out. #enoughsnow #snowmaggedon2020 https://t.co/VytYqDkqay,
1227,"#FridayThoughts I hope everyone in #Newfoundland stays safe! 
#News #ICYMI #NLwx #nlblizzard2020 #NLstorm… https://t.co/tvBkxqEGzV",
1228,Blizzard conditions in eastern Newfoundland so bad that a State of Emergency was declared. Now apparently plows hav… https://t.co/HR569zAutL,
1229,Waiting for someone to post a picture of a cow or horse left out in the snow #nlwx,
1230,Is it crazy that I'm jealous of the local media right now? Some of my greatest memories from my radio days were mad… https://t.co/B8pdZHeCh3,
